movieId;title;title_es;genres;genres;genres;genres;genres;LINK IMDB;LINK TMDBLD;rating;;
608;Fargo (1996);Fargo  (1996);Comedy;Crime;Drama;Thriller;;https://www.imdb.com/es-es/title/tt0116282;https://www.themoviedb.org/movie/275;4.1;;
609;Homeward Bound II: Lost in San Francisco (1996);Homeward Bound II: Perdido en San Francisco  (1996);Adventure;Children;;;;https://www.imdb.com/es-es/title/tt0116552;https://www.themoviedb.org/movie/25059;3.6;;
610;Heavy Metal (1981);Metal pesado  (1981);Action;Adventure;Animation;Horror;Sci-Fi;https://www.imdb.com/es-es/title/tt082509;https://www.themoviedb.org/movie/11827;3.5;;
611;Hellraiser: Bloodline (1996);Hellraiser: Bloodline  (1996);Action;Horror;Sci-Fi;;;https://www.imdb.com/es-es/title/tt0116514;https://www.themoviedb.org/movie/8766;2.4;;
612;Pallbearer. The (1996);;Comedy;;;;;https://www.imdb.com/es-es/title/tt0117283;https://www.themoviedb.org/movie/23570;2.5;;
613;Jane Eyre (1996);Jane Eyre  (1996);Drama;Romance;;;;https://www.imdb.com/es-es/title/tt0116684;https://www.themoviedb.org/movie/47333;3.2;;
615;Bread and Chocolate (Pane e cioccolata) (1973);Pan y chocolate  (Pane e cioccolata) (1973);Comedy;Drama;;;;https://www.imdb.com/es-es/title/tt070506;https://www.themoviedb.org/movie/51242;3;;
616;Aristocats. The (1970);;Animation;Children;;;;https://www.imdb.com/es-es/title/tt065421;https://www.themoviedb.org/movie/10112;3.4;;
617;Flower of My Secret. The (La flor de mi secreto) (1995);;Comedy;Drama;;;;https://www.imdb.com/es-es/title/tt0113083;https://www.themoviedb.org/movie/4307;2.8;;
618;Two Much (1995);Dos mucho  (1995);Comedy;Romance;;;;https://www.imdb.com/es-es/title/tt0118001;https://www.themoviedb.org/movie/46029;3;;
619;Ed (1996);Edici¢n  (1996);Comedy;;;;;https://www.imdb.com/es-es/title/tt0116165;https://www.themoviedb.org/movie/32308;2.6;;
626;Thin Line Between Love and Hate. A (1996);;Comedy;;;;;https://www.imdb.com/es-es/title/tt0117891;https://www.themoviedb.org/movie/28121;5;;
627;Last Supper. The (1995);;Drama;Thriller;;;;https://www.imdb.com/es-es/title/tt0113613;https://www.themoviedb.org/movie/12520;3.3;;
628;Primal Fear (1996);Miedo primario  (1996);Crime;Drama;Mystery;Thriller;;https://www.imdb.com/es-es/title/tt0117381;https://www.themoviedb.org/movie/1592;3.6;;
631;All Dogs Go to Heaven 2 (1996);Todos los perros van al cielo 2  (1996);Adventure;Animation;Children;Fantasy;Musical;https://www.imdb.com/es-es/title/tt0115509;https://www.themoviedb.org/movie/19042;3.2;;
632;Land and Freedom (Tierra y libertad) (1995);Tierra y libertad  (Tierra y libertad) (1995);Drama;War;;;;https://www.imdb.com/es-es/title/tt0114671;https://www.themoviedb.org/movie/38884;4;;
633;Denise Calls Up (1995);Denise llama  (1995);Comedy;;;;;https://www.imdb.com/es-es/title/tt0112844;https://www.themoviedb.org/movie/47449;5;;
634;Theodore Rex (1995);Theodore Rex  (1995);Comedy;;;;;https://www.imdb.com/es-es/title/tt0114658;https://www.themoviedb.org/movie/36259;2.3;;
635;Family Thing. A (1996);;Comedy;Drama;;;;https://www.imdb.com/es-es/title/tt0116275;https://www.themoviedb.org/movie/41852;3;;
636;Frisk (1995);Cacheo  (1995);Drama;;;;;https://www.imdb.com/es-es/title/tt0113122;https://www.themoviedb.org/movie/40926;3;;
637;Sgt. Bilko (1996);Sargento Bilko  (1996);Comedy;;;;;https://www.imdb.com/es-es/title/tt0117608;https://www.themoviedb.org/movie/9099;3;;
638;Jack and Sarah (1995);Jack y Sarah  (1995);Romance;;;;;https://www.imdb.com/es-es/title/tt0113448;https://www.themoviedb.org/movie/2021;3;;
639;Girl 6 (1996);Chica 6  (1996);Comedy;Drama;;;;https://www.imdb.com/es-es/title/tt0116414;https://www.themoviedb.org/movie/61752;3;;
640;Diabolique (1996);Diabolique  (1996);Drama;Thriller;;;;https://www.imdb.com/es-es/title/tt0116095;https://www.themoviedb.org/movie/10988;2.7;;
645;Nelly & Monsieur Arnaud (1995);Nelly y Monsieur Arnaud  (1995);Drama;;;;;https://www.imdb.com/es-es/title/tt0113947;https://www.themoviedb.org/movie/12652;3.5;;
647;Courage Under Fire (1996);Coraje bajo fuego  (1996);Action;Crime;Drama;War;;https://www.imdb.com/es-es/title/tt0115956;https://www.themoviedb.org/movie/10684;3.3;;
648;Mission: Impossible (1996);Misi¢n: Imposible  (1996);Action;Adventure;Mystery;Thriller;;https://www.imdb.com/es-es/title/tt0117060;https://www.themoviedb.org/movie/954;3.5;;
649;Cold Fever («Å k«Ùldum klaka) (1995);Fiebre fr°a  («Å k«Ùldum klaka) (1995);Comedy;Drama;;;;https://www.imdb.com/es-es/title/tt0109028;https://www.themoviedb.org/movie/68445;3;;
650;Moll Flanders (1996);Moll Flandes  (1996);Drama;;;;;https://www.imdb.com/es-es/title/tt0117071;https://www.themoviedb.org/movie/18989;3;;
653;Dragonheart (1996);Dragonheart  (1996);Action;Adventure;Fantasy;;;https://www.imdb.com/es-es/title/tt0116136;https://www.themoviedb.org/movie/8840;3.1;;
656;Eddie (1996);Eddie  (1996);Comedy;;;;;https://www.imdb.com/es-es/title/tt0116168;https://www.themoviedb.org/movie/11107;3;;
661;James and the Giant Peach (1996);James y el durazno gigante  (1996);Adventure;Animation;Children;Fantasy;Musical;https://www.imdb.com/es-es/title/tt0116683;https://www.themoviedb.org/movie/10539;3.4;;
662;Fear (1996);Miedo  (1996);Thriller;;;;;https://www.imdb.com/es-es/title/tt0116287;https://www.themoviedb.org/movie/10543;3.3;;
663;Kids in the Hall: Brain Candy (1996);Ni§os en el pasillo: Candy Brain  (1996);Comedy;;;;;https://www.imdb.com/es-es/title/tt0116768;https://www.themoviedb.org/movie/18414;3.3;;
665;Underground (1995);Subterr†neo  (1995);Comedy;Drama;War;;;https://www.imdb.com/es-es/title/tt0114787;https://www.themoviedb.org/movie/11902;4.3;;
667;Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite) (1996);Bloodsport 2  (a.k.a. Bloodsport II: The Next Kumite) (1996);Action;;;;;https://www.imdb.com/es-es/title/tt0112536;https://www.themoviedb.org/movie/25087;2.8;;
668;Song of the Little Road (Pather Panchali) (1955);Canci¢n del peque§o camino  (Pather Panchali) (1955);Drama;;;;;https://www.imdb.com/es-es/title/tt048473;https://www.themoviedb.org/movie/5801;4.3;;
670;World of Apu. The (Apur Sansar) (1959);;Drama;;;;;https://www.imdb.com/es-es/title/tt052572;https://www.themoviedb.org/movie/896;4.8;;
671;Mystery Science Theater 3000: The Movie (1996);Mystery Science Theatre 3000: The Movie  (1996);Comedy;Sci-Fi;;;;https://www.imdb.com/es-es/title/tt0117128;https://www.themoviedb.org/movie/3065;3.5;;
673;Space Jam (1996);Mermelada espacial  (1996);Adventure;Animation;Children;Comedy;Fantasy;https://www.imdb.com/es-es/title/tt0117705;https://www.themoviedb.org/movie/2300;2.7;;
674;Barbarella (1968);Barbarella  (1968);Adventure;Comedy;Sci-Fi;;;https://www.imdb.com/es-es/title/tt062711;https://www.themoviedb.org/movie/8069;3.2;;
678;Some Folks Call It a Sling Blade (1993);Algunas personas lo llaman cuchilla de honda  (1993);Drama;Thriller;;;;https://www.imdb.com/es-es/title/tt0108181;https://www.themoviedb.org/movie/27768;3.8;;
679;Run of the Country. The (1995);;Drama;;;;;https://www.imdb.com/es-es/title/tt0114307;https://www.themoviedb.org/movie/221917;4;;
680;Alphaville (Alphaville. une «∏trange aventure de Lemmy Caution) (1965);;Drama;Mystery;Romance;Sci-Fi;Thriller;https://www.imdb.com/es-es/title/tt058898;https://www.themoviedb.org/movie/8072;4.1;;
685;It's My Party (1996);Es mi fiesta  (1996);Drama;;;;;https://www.imdb.com/es-es/title/tt0113443;https://www.themoviedb.org/movie/33245;4;;
688;Operation Dumbo Drop (1995);Operation Dumbo Drop  (1995);Action;Adventure;Comedy;War;;https://www.imdb.com/es-es/title/tt0114048;https://www.themoviedb.org/movie/27281;2.3;;
691;Mrs. Winterbourne (1996);Sra. Winterbourne  (1996);Comedy;Romance;;;;https://www.imdb.com/es-es/title/tt0117104;https://www.themoviedb.org/movie/40001;3.3;;
692;Solo (1996);Solo  (1996);Action;Sci-Fi;Thriller;;;https://www.imdb.com/es-es/title/tt0117688;https://www.themoviedb.org/movie/29621;2;;
694;Substitute. The (1996);;Action;Crime;Drama;;;https://www.imdb.com/es-es/title/tt0117774;https://www.themoviedb.org/movie/20762;3;;
695;True Crime (1996);Verdadero crimen  (1996);Mystery;Thriller;;;;https://www.imdb.com/es-es/title/tt0114736;https://www.themoviedb.org/movie/37144;4;;
697;Feeling Minnesota (1996);Sentirse Minnesota  (1996);Drama;Romance;;;;https://www.imdb.com/es-es/title/tt0116289;https://www.themoviedb.org/movie/12656;2.7;;
698;Delta of Venus (1995);Delta de Venus  (1995);Drama;;;;;https://www.imdb.com/es-es/title/tt0109593;https://www.themoviedb.org/movie/38867;1;;
700;Angus (1995);Angus  (1995);Comedy;;;;;https://www.imdb.com/es-es/title/tt0112368;https://www.themoviedb.org/movie/25969;3.2;;
703;Boys (1996);Chicos  (1996);Drama;;;;;https://www.imdb.com/es-es/title/tt0115742;https://www.themoviedb.org/movie/43634;2;;
704;Quest. The (1996);;Action;Adventure;;;;https://www.imdb.com/es-es/title/tt0117420;https://www.themoviedb.org/movie/9103;2.6;;
706;Sunset Park (1996);Parque del atardecer  (1996);Drama;;;;;https://www.imdb.com/es-es/title/tt0117784;https://www.themoviedb.org/movie/29649;3;;
707;Mulholland Falls (1996);Mulholland cae  (1996);Crime;Drama;Thriller;;;https://www.imdb.com/es-es/title/tt0117107;https://www.themoviedb.org/movie/10990;2.9;;
708;Truth About Cats & Dogs. The (1996);;Comedy;Romance;;;;https://www.imdb.com/es-es/title/tt0117979;https://www.themoviedb.org/movie/8866;3.4;;
709;Oliver & Company (1988);Oliver & Company  (1988);Adventure;Animation;Children;Comedy;Musical;https://www.imdb.com/es-es/title/tt095776;https://www.themoviedb.org/movie/12233;3.1;;
710;Celtic Pride (1996);Orgullo celta  (1996);Comedy;;;;;https://www.imdb.com/es-es/title/tt0115851;https://www.themoviedb.org/movie/23449;2.6;;
711;Flipper (1996);Aleta  (1996);Adventure;Children;;;;https://www.imdb.com/es-es/title/tt0116322;https://www.themoviedb.org/movie/36355;3.1;;
714;Dead Man (1995);Hombre muerto  (1995);Drama;Mystery;Western;;;https://www.imdb.com/es-es/title/tt0112817;https://www.themoviedb.org/movie/922;4;;
715;Horseman on the Roof. The (Hussard sur le toit. Le) (1995);;Drama;Romance;;;;https://www.imdb.com/es-es/title/tt0113362;https://www.themoviedb.org/movie/11876;3.7;;
718;Visitors. The (Visiteurs. Les) (1993);;Comedy;Fantasy;Sci-Fi;;;https://www.imdb.com/es-es/title/tt0108500;https://www.themoviedb.org/movie/11687;4.1;;
719;Multiplicity (1996);Multiplicidad  (1996);Comedy;;;;;https://www.imdb.com/es-es/title/tt0117108;https://www.themoviedb.org/movie/9304;2.8;;
720;Wallace & Gromit: The Best of Aardman Animation (1996);Wallace & Gromit: lo mejor de Aardman Animation  (1996);Adventure;Animation;Comedy;;;https://www.imdb.com/es-es/title/tt0118114;https://www.themoviedb.org/movie/503475;4.1;;
722;Haunted World of Edward D. Wood Jr.. The (1996);;Documentary;;;;;https://www.imdb.com/es-es/title/tt0113270;https://www.themoviedb.org/movie/73183;4;;
724;Craft. The (1996);;Drama;Fantasy;Horror;Thriller;;https://www.imdb.com/es-es/title/tt0115963;https://www.themoviedb.org/movie/9100;3;;
725;Great White Hype. The (1996);;Comedy;;;;;https://www.imdb.com/es-es/title/tt0116448;https://www.themoviedb.org/movie/20759;2.5;;
726;Last Dance (1996);Èltimo baile  (1996);Drama;;;;;https://www.imdb.com/es-es/title/tt0116827;https://www.themoviedb.org/movie/46063;3;;
728;Cold Comfort Farm (1995);Granja de confort fr°a  (1995);Comedy;;;;;https://www.imdb.com/es-es/title/tt0112701;https://www.themoviedb.org/movie/32513;3.5;;
731;Heaven's Prisoners (1996);Prisioneros del cielo  (1996);Crime;Thriller;;;;https://www.imdb.com/es-es/title/tt0116508;https://www.themoviedb.org/movie/36915;3.3;;
733;Rock. The (1996);;Action;Adventure;Thriller;;;https://www.imdb.com/es-es/title/tt0117500;https://www.themoviedb.org/movie/9802;3.6;;
735;Cemetery Man (Dellamorte Dellamore) (1994);Cementerio  (Dellamorte Dellamore) (1994);Horror;;;;;https://www.imdb.com/es-es/title/tt0109592;https://www.themoviedb.org/movie/21588;3.9;;
736;Twister (1996);Tornado  (1996);Action;Adventure;Romance;Thriller;;https://www.imdb.com/es-es/title/tt0117998;https://www.themoviedb.org/movie/664;3.3;;
737;Barb Wire (1996);Alambre de barbazas  (1996);Action;Sci-Fi;;;;https://www.imdb.com/es-es/title/tt0115624;https://www.themoviedb.org/movie/11867;2.7;;
741;Ghost in the Shell (K«Ôkaku kid«Ôtai) (1995);Fantasma en el caparaz¢n  (K«Ôkaku kid«Ôtai) (1995);Animation;Sci-Fi;;;;https://www.imdb.com/es-es/title/tt0113568;https://www.themoviedb.org/movie/9323;4.1;;
742;Thinner (1996);Disolvente  (1996);Horror;Thriller;;;;https://www.imdb.com/es-es/title/tt0117894;https://www.themoviedb.org/movie/10280;2.8;;
743;Spy Hard (1996);Espiar duro  (1996);Comedy;;;;;https://www.imdb.com/es-es/title/tt0117723;https://www.themoviedb.org/movie/10535;2.5;;
745;Wallace & Gromit: A Close Shave (1995);Wallace & Gromit: un afeitado cerrado  (1995);Animation;Children;Comedy;;;https://www.imdb.com/es-es/title/tt0112691;https://www.themoviedb.org/movie/532;3.9;;
747;Stupids. The (1996);;Comedy;;;;;https://www.imdb.com/es-es/title/tt0117768;https://www.themoviedb.org/movie/16299;3.3;;
748;Arrival. The (1996);;Action;Sci-Fi;Thriller;;;https://www.imdb.com/es-es/title/tt0115571;https://www.themoviedb.org/movie/10547;3.1;;
750;Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964);Dr. Strangelove o: C¢mo aprend° a dejar de preocuparme y amar la bomba  (1964);Comedy;War;;;;https://www.imdb.com/es-es/title/tt057012;https://www.themoviedb.org/movie/935;4.3;;
757;Ashes of Time (Dung che sai duk) (1994);Cenizas de tiempo  (Dung che sai duk) (1994);Drama;;;;;https://www.imdb.com/es-es/title/tt0109688;https://www.themoviedb.org/movie/40751;4;;
759;Maya Lin: A Strong Clear Vision (1994);Maya Lin: una visi¢n clara fuerte  (1994);Documentary;;;;;https://www.imdb.com/es-es/title/tt0110480;https://www.themoviedb.org/movie/85778;3.5;;
760;Stalingrad (1993);Estalingrado  (1993);Drama;War;;;;https://www.imdb.com/es-es/title/tt0108211;https://www.themoviedb.org/movie/11101;4.3;;
761;Phantom. The (1996);;Action;Adventure;;;;https://www.imdb.com/es-es/title/tt0117331;https://www.themoviedb.org/movie/9826;2.8;;
762;Striptease (1996);Estript°s  (1996);Comedy;Crime;;;;https://www.imdb.com/es-es/title/tt0117765;https://www.themoviedb.org/movie/9879;2.4;;
764;Heavy (1995);Pesado  (1995);Drama;Romance;;;;https://www.imdb.com/es-es/title/tt0113280;https://www.themoviedb.org/movie/22621;3.5;;
765;Jack (1996);Jacobo  (1996);Comedy;Drama;;;;https://www.imdb.com/es-es/title/tt0116669;https://www.themoviedb.org/movie/7095;3.2;;
766;I Shot Andy Warhol (1996);Le disparÇ a Andy Warhol  (1996);Drama;;;;;https://www.imdb.com/es-es/title/tt0116594;https://www.themoviedb.org/movie/26890;3.5;;
773;Touki Bouki (1973);Touki bouki  (1973);Drama;;;;;https://www.imdb.com/es-es/title/tt070820;https://www.themoviedb.org/movie/77771;3.5;;
775;Spirits of the Dead (1968);Esp°ritus de los muertos  (1968);Horror;Mystery;;;;https://www.imdb.com/es-es/title/tt063715;https://www.themoviedb.org/movie/41225;3;;
778;Trainspotting (1996);Mazorca de trenes  (1996);Comedy;Crime;Drama;;;https://www.imdb.com/es-es/title/tt0117951;https://www.themoviedb.org/movie/627;4;;
779;'Til There Was You (1997);'Hasta que estabas t£  (1997);Drama;Romance;;;;https://www.imdb.com/es-es/title/tt0118523;https://www.themoviedb.org/movie/32872;4;;
780;Independence Day (a.k.a. ID4) (1996);D°a de la Independencia  (a.k.a. ID4) (1996);Action;Adventure;Sci-Fi;Thriller;;https://www.imdb.com/es-es/title/tt0116629;https://www.themoviedb.org/movie/602;3.4;;
781;Stealing Beauty (1996);Robando belleza  (1996);Drama;;;;;https://www.imdb.com/es-es/title/tt0117737;https://www.themoviedb.org/movie/14553;3.5;;
782;Fan. The (1996);;Drama;Thriller;;;;https://www.imdb.com/es-es/title/tt0116277;https://www.themoviedb.org/movie/9566;3;;
783;Hunchback of Notre Dame. The (1996);;Animation;Children;Drama;Musical;Romance;https://www.imdb.com/es-es/title/tt0116583;https://www.themoviedb.org/movie/10545;3.3;;
784;Cable Guy. The (1996);;Comedy;Thriller;;;;https://www.imdb.com/es-es/title/tt0115798;https://www.themoviedb.org/movie/9894;2.8;;
785;Kingpin (1996);Piedra angular  (1996);Comedy;;;;;https://www.imdb.com/es-es/title/tt0116778;https://www.themoviedb.org/movie/11543;3.4;;
786;Eraser (1996);Borrador  (1996);Action;Drama;Thriller;;;https://www.imdb.com/es-es/title/tt0116213;https://www.themoviedb.org/movie/9268;3.1;;
788;Nutty Professor. The (1996);;Comedy;Fantasy;Romance;Sci-Fi;;https://www.imdb.com/es-es/title/tt0117218;https://www.themoviedb.org/movie/9327;2.7;;
790;Unforgettable Summer. An (Un «∏t«∏ inoubliable) (1994);;Drama;;;;;https://www.imdb.com/es-es/title/tt0111546;https://www.themoviedb.org/movie/81949;2;;
791;Last Klezmer: Leopold Kozlowski. His Life and Music. The (1994);;Documentary;;;;;https://www.imdb.com/es-es/title/tt0113610;https://www.themoviedb.org/movie/;4;;
795;Somebody to Love (1994);Alguien a quien amar  (1994);Drama;;;;;https://www.imdb.com/es-es/title/tt0111237;https://www.themoviedb.org/movie/44535;3.5;;
798;Daylight (1996);Luz  (1996);Action;Adventure;Drama;Thriller;;https://www.imdb.com/es-es/title/tt0116040;https://www.themoviedb.org/movie/11228;2.7;;
799;Frighteners. The (1996);;Comedy;Horror;Thriller;;;https://www.imdb.com/es-es/title/tt0116365;https://www.themoviedb.org/movie/10779;3.5;;
800;Lone Star (1996);Estrella solitaria  (1996);Drama;Mystery;Western;;;https://www.imdb.com/es-es/title/tt0116905;https://www.themoviedb.org/movie/26748;4.2;;
801;Harriet the Spy (1996);Harriet el esp°a  (1996);Children;Comedy;;;;https://www.imdb.com/es-es/title/tt0116493;https://www.themoviedb.org/movie/38223;3.1;;
802;Phenomenon (1996);Fen¢meno  (1996);Drama;Romance;;;;https://www.imdb.com/es-es/title/tt0117333;https://www.themoviedb.org/movie/9294;3.3;;
803;Walking and Talking (1996);Caminando y hablando  (1996);Comedy;Drama;Romance;;;https://www.imdb.com/es-es/title/tt0118113;https://www.themoviedb.org/movie/49963;4;;
804;She's the One (1996);Ella es la  (1996);Comedy;Romance;;;;https://www.imdb.com/es-es/title/tt0117628;https://www.themoviedb.org/movie/11363;3.3;;
805;Time to Kill. A (1996);;Drama;Thriller;;;;https://www.imdb.com/es-es/title/tt0117913;https://www.themoviedb.org/movie/1645;3.7;;
806;American Buffalo (1996);B£falo americano  (1996);Crime;Drama;;;;https://www.imdb.com/es-es/title/tt0115530;https://www.themoviedb.org/movie/31546;1.5;;
808;Alaska (1996);Alaska  (1996);Adventure;Children;;;;https://www.imdb.com/es-es/title/tt0115493;https://www.themoviedb.org/movie/36344;3.5;;
809;Fled (1996);Huido  (1996);Action;Adventure;;;;https://www.imdb.com/es-es/title/tt0116320;https://www.themoviedb.org/movie/18550;2.3;;
810;Kazaam (1996);Kazaam  (1996);Children;Comedy;Fantasy;;;https://www.imdb.com/es-es/title/tt0116756;https://www.themoviedb.org/movie/11511;2.3;;
813;Larger Than Life (1996);M†s grande que la vida  (1996);Comedy;;;;;https://www.imdb.com/es-es/title/tt0116823;https://www.themoviedb.org/movie/34170;2.8;;
818;Very Brady Sequel. A (1996);;Comedy;;;;;https://www.imdb.com/es-es/title/tt0118073;https://www.themoviedb.org/movie/12606;3.3;;
823;Collector. The (La collectionneuse) (1967);;Drama;;;;;https://www.imdb.com/es-es/title/tt061495;https://www.themoviedb.org/movie/4837;3.5;;
824;Kaspar Hauser (1993);Kaspar Hauser  (1993);Drama;Mystery;;;;https://www.imdb.com/es-es/title/tt0110246;https://www.themoviedb.org/movie/12632;4;;
828;Adventures of Pinocchio. The (1996);;Adventure;Children;;;;https://www.imdb.com/es-es/title/tt0115472;https://www.themoviedb.org/movie/18975;3.3;;
829;Joe's Apartment (1996);Apartamento de Joe  (1996);Comedy;Fantasy;Musical;;;https://www.imdb.com/es-es/title/tt0116707;https://www.themoviedb.org/movie/11962;2.7;;
830;First Wives Club. The (1996);;Comedy;;;;;https://www.imdb.com/es-es/title/tt0116313;https://www.themoviedb.org/movie/2925;3.1;;
832;Ransom (1996);Rescate  (1996);Crime;Thriller;;;;https://www.imdb.com/es-es/title/tt0117438;https://www.themoviedb.org/movie/3595;3.3;;
833;High School High (1996);High School High  (1996);Comedy;;;;;https://www.imdb.com/es-es/title/tt0116531;https://www.themoviedb.org/movie/9308;2;;
835;Foxfire (1996);Fogido  (1996);Drama;;;;;https://www.imdb.com/es-es/title/tt0116353;https://www.themoviedb.org/movie/18555;3.7;;
836;Chain Reaction (1996);Reacci¢n en cadena  (1996);Action;Adventure;Thriller;;;https://www.imdb.com/es-es/title/tt0115857;https://www.themoviedb.org/movie/12123;2.9;;
837;Matilda (1996);Matilda  (1996);Children;Comedy;Fantasy;;;https://www.imdb.com/es-es/title/tt0117008;https://www.themoviedb.org/movie/10830;3.3;;
838;Emma (1996);Emma  (1996);Comedy;Drama;Romance;;;https://www.imdb.com/es-es/title/tt0116191;https://www.themoviedb.org/movie/3573;3.9;;
839;Crow: City of Angels. The (1996);;Action;Thriller;;;;https://www.imdb.com/es-es/title/tt0115986;https://www.themoviedb.org/movie/10546;2.8;;
840;House Arrest (1996);Arresto domiciliario  (1996);Children;Comedy;;;;https://www.imdb.com/es-es/title/tt0116571;https://www.themoviedb.org/movie/18862;3.4;;
841;Eyes Without a Face (Yeux sans visage. Les) (1959);;Horror;;;;;https://www.imdb.com/es-es/title/tt053459;https://www.themoviedb.org/movie/31417;3;;
842;Tales from the Crypt Presents: Bordello of Blood (1996);Cuentos de la cripta regalos: Bordello de sangre  (1996);Comedy;Horror;;;;https://www.imdb.com/es-es/title/tt0117826;https://www.themoviedb.org/movie/9431;2.5;;
848;Spitfire Grill. The (1996);;Drama;;;;;https://www.imdb.com/es-es/title/tt0117718;https://www.themoviedb.org/movie/47907;3.3;;
849;Escape from L.A. (1996);Escape de Los µngeles.  (1996);Action;Adventure;Sci-Fi;Thriller;;https://www.imdb.com/es-es/title/tt0116225;https://www.themoviedb.org/movie/10061;2.9;;
851;Basquiat (1996);Basquiat  (1996);Drama;;;;;https://www.imdb.com/es-es/title/tt0115632;https://www.themoviedb.org/movie/549;2.8;;
852;Tin Cup (1996);Taza de lata  (1996);Comedy;Drama;Romance;;;https://www.imdb.com/es-es/title/tt0117918;https://www.themoviedb.org/movie/10478;3.2;;
858;Godfather. The (1972);;Crime;Drama;;;;https://www.imdb.com/es-es/title/tt068646;https://www.themoviedb.org/movie/238;4.3;;
861;Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha) (1992);Supercop  (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha) (1992);Action;Comedy;Crime;Thriller;;https://www.imdb.com/es-es/title/tt0104558;https://www.themoviedb.org/movie/11134;3.8;;
866;Bound (1996);Atado  (1996);Crime;Drama;Romance;Thriller;;https://www.imdb.com/es-es/title/tt0115736;https://www.themoviedb.org/movie/9303;4;;
867;Carpool (1996);Carpool  (1996);Comedy;Crime;;;;https://www.imdb.com/es-es/title/tt0115836;https://www.themoviedb.org/movie/23945;1.8;;
869;Kansas City (1996);Ciudad de Kansas  (1996);Crime;Drama;Musical;Thriller;;https://www.imdb.com/es-es/title/tt0116745;https://www.themoviedb.org/movie/22479;3.7;;
870;Gone Fishin' (1997);Irmado pescando  (1997);Comedy;;;;;https://www.imdb.com/es-es/title/tt0119214;https://www.themoviedb.org/movie/9054;1;;
875;Nothing to Lose (1994);Nada que perder  (1994);Action;Crime;Drama;;;https://www.imdb.com/es-es/title/tt0110693;https://www.themoviedb.org/movie/410921;3.5;;
876;Supercop 2 (Project S) (Chao ji ji hua) (1993);Supercop 2  (Project S) (Chao ji ji hua) (1993);Action;Comedy;Crime;Thriller;;https://www.imdb.com/es-es/title/tt0106544;https://www.themoviedb.org/movie/38955;5;;
879;Relic. The (1997);;Horror;Thriller;;;;https://www.imdb.com/es-es/title/tt0120004;https://www.themoviedb.org/movie/11015;3;;
880;Island of Dr. Moreau. The (1996);;Sci-Fi;Thriller;;;;https://www.imdb.com/es-es/title/tt0116654;https://www.themoviedb.org/movie/9306;2.7;;
881;First Kid (1996);Primer ni§o  (1996);Children;Comedy;;;;https://www.imdb.com/es-es/title/tt0116311;https://www.themoviedb.org/movie/12559;2.1;;
882;Trigger Effect. The (1996);;Drama;Thriller;;;;https://www.imdb.com/es-es/title/tt0117965;https://www.themoviedb.org/movie/58770;2;;
885;Bogus (1996);Falso  (1996);Children;Drama;Fantasy;;;https://www.imdb.com/es-es/title/tt0115725;https://www.themoviedb.org/movie/3587;2.5;;
886;Bulletproof (1996);A prueba de balas  (1996);Action;Comedy;Crime;;;https://www.imdb.com/es-es/title/tt0115783;https://www.themoviedb.org/movie/10723;2.7;;
888;Land Before Time III: The Time of the Great Giving (1995);Tierra antes del tiempo III: el tiempo de las grandes donaciones  (1995);Adventure;Animation;Children;Musical;;https://www.imdb.com/es-es/title/tt0113596;https://www.themoviedb.org/movie/19004;2.2;;
889;1-900 (06) (1994);1-900  (06) (1994);Drama;Romance;;;;https://www.imdb.com/es-es/title/tt0109001;https://www.themoviedb.org/movie/101230;4;;
891;Halloween: The Curse of Michael Myers (Halloween 6: The Curse of Michael Myers) (1995);Halloween: La maldici¢n de Michael Myers  (Halloween 6: The Curse of Michael Myers) (1995);Horror;Thriller;;;;https://www.imdb.com/es-es/title/tt0113253;https://www.themoviedb.org/movie/10987;3.8;;
892;Twelfth Night (1996);DuodÇcima noche  (1996);Comedy;Drama;Romance;;;https://www.imdb.com/es-es/title/tt0117991;https://www.themoviedb.org/movie/44705;3.5;;
893;Mother Night (1996);Noche de la Madre  (1996);Drama;;;;;https://www.imdb.com/es-es/title/tt0117093;https://www.themoviedb.org/movie/20318;3.7;;
896;Wild Reeds (Les roseaux sauvages) (1994);Juncos salvajes  (Les roseaux sauvages) (1994);Drama;;;;;https://www.imdb.com/es-es/title/tt0111019;https://www.themoviedb.org/movie/26933;2.5;;
897;For Whom the Bell Tolls (1943);Para quien se lleva la campana  (1943);Adventure;Drama;Romance;War;;https://www.imdb.com/es-es/title/tt035896;https://www.themoviedb.org/movie/27854;3.8;;
898;Philadelphia Story. The (1940);;Comedy;Drama;Romance;;;https://www.imdb.com/es-es/title/tt032904;https://www.themoviedb.org/movie/981;4.3;;
899;Singin' in the Rain (1952);Cantando bajo la lluvia  (1952);Comedy;Musical;Romance;;;https://www.imdb.com/es-es/title/tt045152;https://www.themoviedb.org/movie/872;4.1;;
900;American in Paris. An (1951);;Musical;Romance;;;;https://www.imdb.com/es-es/title/tt043278;https://www.themoviedb.org/movie/2769;3.7;;
901;Funny Face (1957);Cara divertida  (1957);Comedy;Musical;;;;https://www.imdb.com/es-es/title/tt050419;https://www.themoviedb.org/movie/13320;3;;
